-110	374
-97	454
-84	7
-64	-782
-27	-1019
36	145
138	1954
289	2085
498	-619
774	-3758
1120	-3265
1539	1497
2028	5744
2580	4095
3186	-2632
3831	-7293
4499	-4248
5169	3679
5820	7878
6430	3679
6978	-4248
7444	-7293
7810	-2632
8062	4095
8190	5744
8190	1497
8062	-3265
7810	-3758
7444	-619
6978	2085
6430	1954
5820	145
5169	-1019
4499	-782
3831	7
3186	454
2580	374
2028	0
1539	0
1120	0
774	0
498	0
289	0
138	0
36	0
-27	0
-64	0
-84	0
-97	0
-110	0
